Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
One8 Foundation,Steppingstone Foundation,"150,000",2014,1 year,Not Specified,College preparation,At-risk youth,Program support,Cash grants,Community
"Public Welfare Foundation, Inc.","MA Coalition for Occupational Safety & Health, Inc.","150,000",2014,2 months,Workers' Rights,Occupational health,Ethnic and racial groups; Immigrants and migrants; Working poor,General support,Cash grants,For General Support
"State Street Foundation, Inc.",Boston Debate League,"150,000",2014,1 year,Not Specified,Civics for youth,Preteens; Adolescents; Ethnic and racial groups; Students,Program support,Cash grants,Grant to continue to support as a signature partner for the School Turnaround Initiative (STI) which will work with seven Bosion Public schools in academic year
The Arthur Vining Davis Foundations,Marine Biological Laboratory,"150,000",2014,1 month,Secondary Education,Biology,Adolescents; Ethnic and racial groups; Students,Program support,Cash grants,To expand a teacher education program to target more minority serving schools
The Boston Foundation,Center for Collaborative Education,"150,000",2014,1 year,Education,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,Research,Cash grants,For a research study: Approaches to Supporting and Managing Autonomous Schools in Boston
The Edna McConnell Clark Foundation,UTEC,"150,000",2014,1 year,Not Specified,Leadership development,Adolescent girls,Capacity-building and technical assistance; Program support,Cash grants,"To implement program models, improve performance measurement capacity & build leadership"
The Kresge Foundation,Whittier Street Health Center,"150,000",2014,4 months,Health / Community Health Partnerships / Safety-Net/Health Hub,Health care clinics,Ethnic and racial groups; Low-income people,Program support,Cash grants,"For project, Building Vibrant Communities in Boston Public Housing"
The Lynch Foundation,Phoenix Charter Academy,"150,000",2014,1 year,Not Specified,Charter school education,Teachers,Program expansion,Cash grants,Program expansion
The Reeder Foundation,Steppingstone Foundation,"150,000",2014,1 year,Not Specified,College preparation,At-risk youth,General support,Cash grants,Unrestricted
The Vine's Branch Foundation,Emmanuel Gospel Center,"150,000",2014,1 year,Not Specified,Human services,Ethnic and racial groups; Immigrants; Low-income people,Not Specified,Cash grants,Charitable
Walton Family Foundation,"The Match School Foundation, Inc.","150,000",2014,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Education
Vanguard Charitable Endowment Program,"The Match School Foundation, Inc.","147,000",2014,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For General operating expenses
Charles Hayden Foundation,Edward Brooke Charter School,"144,900",2014,1 year,Not Specified,Charter school education,Low-income people,General support,Cash grants,CHF generated grant for operating expenses in the 2013-2014 school year for Brooke East Boston and Brooke Mattapan
Burroughs Wellcome Fund,University of Massachusetts,"140,000",2014,4.92 months,Interfaces\Career Award at the Scientific Interface,Science,Indigenous peoples,Program support,Cash grants,Direct visualization of charge flow in individual native biomolecules
John Mirak Foundation,Armenian Cultural Foundation,"140,000",2014,1 year,Not Specified,Cultural rights,Immigrants,General support,Cash grants,General purpose
W. Clement & Jessie V. Stone Foundation,Boston Plan for Excellence (BPE),"140,000",2014,1 month,Education,Elementary and secondary education,Children and youth; Adults; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,For General Operating
James W. Dunphy Trust,Dimock Community Health Center,"135,827",2014,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted general
Vanguard Charitable Endowment Program,Friends of Excel Academy Inc,"135,000",2014,1 year,Not Specified,Charter school education,Preteens; Ethnic and racial groups; Immigrants; Low-income people; Students,General support,Cash grants,For General operating expenses
Richard & Susan Smith Family Foundation,College Bound Dorchester,"131,696",2014,1 year,Not Specified,Human services,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Youth
Aiyana Foundation Inc.,UTEC,"128,400",2014,1 year,Not Specified,Youth development,Adolescent girls,General support,Cash grants,General
The Mosakowski Family Charitable Foundation,Nativity School of Worcester,"127,500",2014,1 year,Not Specified,Middle school education,Children and youth,General support,Cash grants,General operating
The Hearthstone Charitable Foundation,Beacon Academy Inc,"125,300",2014,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,Humanitarian
"Bank of America Charitable Foundation, Inc.",Initiative for A Competitive Inner City Inc,"125,000",2014,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,General support; Program support,Cash grants,Program/operating support
"Blue Cross Blue Shield of Massachusetts Foundation, Inc.",Cambridge Public Health Commission,"125,000",2014,1 year,Not Specified,Community health care,Ethnic and racial groups; Low-income people,Program support,Cash grants,"Funding to expand the Collaborative Practice Model, an integrated care model, at the Windsor Clinic beyond, CHA sites and ultimately become the standard of care throughout the hospital, system and community"
Charles H. Farnsworth Trust,Greater Boston Chinese Golden Age Center Inc,"125,000",2014,2 months,Human Services\Centers to Support the Independence of Specific Populations\Senior Centers,Senior services,Seniors; People of East Asian descent; Immigrants and migrants,Capacity-building and technical assistance,Cash grants,For green roof of the new Hong Lok House
Charles H. Farnsworth Trust,Greater Boston Chinese Golden Age Center Inc,"125,000",2014,2 months,Human Services\Centers to Support the Independence of Specific Populations\Senior Centers,Senior services,Seniors; People of East Asian descent; Immigrants and migrants,Capacity-building and technical assistance,Cash grants,For green roof of the new Hong Lok House
Cleveland Foundation,Karamu House,"125,000",2014,1 month,Arts and Culture,Cultural awareness,Children and youth,Not Specified,Cash grants,Principal distribution for Quincy Place daycare facility
Gordon Family Foundation,"Brookline Community Foundation, Inc.","125,000",2014,1 year,Not Specified,Foundations,Low-income people,General support,Cash grants,Unrestricted
Horace W. Goldsmith Foundation,Fenway Sidney Borum Community Health Center,"125,000",2014,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Sp
Sand Dollar Fund,Full Frame Initiative Inc.,"125,000",2014,1 year,Not Specified,Social rights,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Donation
"State Street Foundation, Inc.",Mass Mentoring Partnership,"125,000",2014,1 year,Not Specified,Youth mentoring,Students,Capacity-building and technical assistance; Advocacy,Cash grants,Grant lo support I ) Quality Based Membership ($60K) 2 ) Advocacy & Positioning (S25K) 3) Empowering Youth Adult Relationship efforts ($40K)
The Boston Foundation,Business Advancement and Social Entrepreneurship,"125,000",2014,1 year,Education,Entrepreneurship,Adolescents; People of African descent; People of Latin American descent; Low-income people,General support,Cash grants,For general operating/unrestricted support
"The Hyams Foundation, Inc.",College Bound Dorchester,"125,000",2014,1 year,Not Specified,Civic participation,Adolescents,Program support,Cash grants,"Promote civic participation, youth, and economic development"
The John and Mary Corcoran Family Foundation,Inner-City Scholarship Fund,"125,000",2014,1 year,Not Specified,Community college education,At-risk youth,Scholarships,Cash grants,Scholarship fund
