Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
Barr Foundation,African Community Economic Development of NE,"250,000",2016,2 months,Not Specified,Education,People of African descent; Immigrants; Refugees and displaced people; Low-income people,General support,Cash grants,To provide general operating support (EXIT GRANT)
Barr Foundation,Center for Collaborative Education,"250,000",2016,1 month,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,Advocacy; Program support,Cash grants,To support the launch of the Massachusetts Personalized Learning Network
Charles and Helen Schwab Foundation,Year Up,"250,000",2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Charles Hayden Foundation,Bottom Line,"250,000",2016,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Program support,Cash grants,Toward support of Boston and New York City programming
Citi Foundation,Sociedad Latina,"250,000",2016,1 year,Not Specified,Employment,Adolescents; People of Latin American descent; Academics,Program support,Cash grants,Latino College and Career Access (LacCA) Network
Citi Foundation,Year Up,"250,000",2016,1 year,Not Specified,Job training,Young adults; Ethnic and racial groups; Low-income people; Academics; Students,Program support,Cash grants,Bridge to Careers Program
Citizens United for Research in Epilepsy (CURE),Children's Hospital Corporation,"250,000",2016,1 year,Not Specified,Diseases and conditions,Children and youth,Research and evaluation,Cash grants,Genetics of sudden unexpected death in pediatrics and hippocampal pathology-a novel entity linking sids and sudc to epilepsy
Eli Lilly and Company Foundation,Teach Plus,"250,000",2016,1 year,Not Specified,Teacher education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,Program support,Cash grants,T3 Initiative
Fidelity Investments Charitable Gift Fund,"Tenacity, Inc.","250,000",2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"The Match School Foundation, Inc.","250,000",2016,1 year,Not Specified,Organ and tissue banks,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Resiliency Foundation Inc,"250,000",2016,1 year,Not Specified,Education services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
GE Foundation,Year Up,"250,000",2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Not Specified
High Meadows Foundation,The Food Project,"250,000",2016,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people; Farmers,Advocacy; Program support,Cash grants,Payment for support of program to groe healthy crops
Highland Street Foundation,Year Up,"250,000",2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Not Specified
Media Matters Action Network,Ivote Inc,"250,000",2016,1 year,Not Specified,Human rights,Low-income people,General support,Cash grants,General support
Philippe and Ana Laffont Family Foundation,Year Up,"250,000",2016,1 year,Not Specified,Philanthropy,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,3Eneral charitable purposes
Richard & Susan Smith Family Foundation,"The Match School Foundation, Inc., The MATCH Foundation, Inc.","250,000",2016,1 year,Not Specified,Charter school education,Children and youth; Low-income people; Students; Teachers,Systems reform,Cash grants,Education
Richard & Susan Smith Family Foundation,Excel Academy Charter School,"250,000",2016,1 year,Not Specified,Charter school education,Preteens; Ethnic and racial groups; Immigrants; Low-income people; Students,Not Specified,Cash grants,Education
The Evans Family Foundation,"The Match School Foundation, Inc.","250,000",2016,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
"The Liberty Mutual Foundation, Inc.","Community Servings, Inc.","250,000",2016,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Continuing support,Cash grants,Multi-year
"The Liberty Mutual Foundation, Inc.",Boston Chinatown Neighborhood Center,"250,000",2016,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Program support,Cash grants,Discretionary
The Lynch Foundation,Year Up,"250,000",2016,1 year,Not Specified,Job training,Teachers,Program expansion,Cash grants,Program expansion
The Ralph C. Wilson Jr. Foundation,"GreenLight Fund, Inc.","250,000",2016,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,Greenlight detroit fund general support
The Shapiro Foundation,"The Match School Foundation, Inc.","250,000",2016,1 year,Not Specified,Organ and tissue banks,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Education
The Vijaya Foundation,Sayagyi U Ba Khin Memorial Trust of Massachusetts Inc,"250,000",2016,1 year,Not Specified,Buddhism,Age Groups; Gender and sexual identity; Ethnic and racial groups; Religious groups; Health,General support,Cash grants,General
The William and Flora Hewlett Foundation,"GreenLight Fund, Inc.","250,000",2016,3 months,Not Specified,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,"The Greenlight Fund seeks to transform the lives of children, youth, and families in high-poverty urban areas by creating local infrastructure and a consistent annual process to (a) identify critical community needs; (B) import innovative, entrepreneurial programs that can have significant, measureable impact; and (C) galvanize local support to help programs reach and sustain impact in the cities it serves. Greenlight operates in Boston (where it was founded), Cincinnati, Philadelphia, and the San Francisco Bay Area. This Serving Bay Area Communities grant will support Greenlights second fund in the Bay Area. In each Greenlight community, a local executive director organizes a local Selection Advisory Council to select each grantee."
The Fish Family Foundation,PROJECT CITIZENSHIP INC,"249,500",2016,1 year,Not Specified,Human services,Seniors; Multiracial people; Immigrants; Economically disadvantaged people; People with disabilities; Students,Program support,Cash grants,Human services
The Fish Family Foundation,PROJECT CITIZENSHIP INC,"249,500",2016,1 year,Not Specified,Human services,Seniors; Multiracial people; Immigrants; Economically disadvantaged people; People with disabilities; Students,Program support,Cash grants,Human services
Holdeen Fund 45-10,Unitarian Universalist Association,"237,649",2016,1 year,Not Specified,Interfaith,Low-income people,General support,Cash grants,General support grant
The Kresge Foundation,Interaction Institute for Social Change,"235,000",2016,1.58 months,Not Specified,Leadership development,Adults; Ethnic and racial groups; Low-income people,Network-building and collaboration,Cash grants,To support a cohort-based workshop for Kresge grantees on facilitative leadership to strengthen mid-level leaders and empower them to achieve equitable outcomes within their organizations. This is one of six grants on this docket to organizations acting as service providers in the Talent and Leadership Development Program launch year.
United Way of Massachusetts Bay and Merrimack Valley,Neighborhood Of Affordable Housing (NOAH),"231,237",2016,1 year,Not Specified,Community improvement,Ethnic and racial groups; Low-income people,Program support,Cash grants,Community Impact
Fidelity Investments Charitable Gift Fund,"Tenacity, Inc.","225,000",2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Local Initiatives Support Corporation,Jewish Vocational Service,"225,000",2016,1 year,Not Specified,Vocational rehabilitation,Ethnic and racial groups; Immigrants and migrants; Low-income people; Students,Not Specified,Cash grants,See Part IV
Neighborhood Reinvestment Corporation,Neighborhood Of Affordable Housing (NOAH),"225,000",2016,1 year,Not Specified,Community improvement,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Expendable grants
New Balance Foundation,"Tenacity, Inc.","225,000",2016,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
New Balance Foundation,MetroLacrosse,"225,000",2016,1 year,Not Specified,Sports,At-risk youth,General support,Cash grants,General support
Richard & Susan Smith Family Foundation,Bottom Line,"225,000",2016,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Youth
