Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
MASSACHUSETTS SERVICE ALLIANCE,Mass Mentoring Partnership,"276,468",2018,1 year,Not Specified,Youth mentoring,Children and youth; Family relationships; Ethnic and racial groups; Social and economic status,Volunteer development; Program support,Cash grants,SUPPORT COMMUNITY SERVICE/VOLUNTEERISM PROGRAMS AND PROJECTS
Fidelity Investments Charitable Gift Fund,"Community Servings, Inc.","270,797",2018,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,For grant recipient's exempt purposes
United Way of Massachusetts Bay and Merrimack Valley,Neighborhood Of Affordable Housing (NOAH),"269,094",2018,1 year,Not Specified,Community organizing,Families,"Policy, advocacy and systems reform",Cash grants,Community Impact
"Rodman Ride for Kids, Inc.",Robert F. Kennedy Children's Action Corps,"263,007",2018,1 year,Not Specified,Youth development,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth; People with disabilities,Not Specified,Cash grants,To benefit disadvantaged youths
The Jaket Foundation,Youth Enrichment Services (YES),"260,562",2018,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Support martin richard memorial one mile
Jewish Communal Fund,Year Up,"260,000",2018,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General Support
"Strategic Grant Partners, Inc.","The Match School Foundation, Inc.","260,000",2018,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Education
The Bromley Charitable Trust,Beacon Academy Inc,"260,000",2018,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
"Greater Lowell Community Foundation, Inc.",Cambodian Mutual Assist. Assoc. of Greater Lowell,"259,768",2018,1 year,Not Specified,Immigrant services,People of Southeast Asian descent; Immigrants and migrants; Low-income people,Regranting; Program support,Cash grants,Donor advised distribution
Fidelity Investments Charitable Gift Fund,InnerCity Weightlifting,"257,900",2018,1 year,Not Specified,Crime prevention,Ethnic and racial groups; Victims of crime and abuse,General support,Cash grants,For grant recipient's exempt purposes
Kern Family Foundation Inc,Building Excellent Schools Inc,"253,500",2018,1 year,Not Specified,Leadership development,Children and youth; Ethnic and racial groups; Low-income people; Students,Outreach; Network-building and collaboration; Program support,Cash grants,Leaders of Emerging Networks of Schools (LENS) Program
United Way of Massachusetts Bay and Merrimack Valley,College Bound Dorchester,"253,472",2018,1 year,Not Specified,Student retention,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Community Impact
United Way of Massachusetts Bay and Merrimack Valley,"The Neighborhood Developers, Inc.","253,212",2018,1 year,Not Specified,Urban development,Ethnic and racial groups; Immigrants; Low-income people,"Policy, advocacy and systems reform",Cash grants,Community Impact
Community Care Cooperative Inc,Fenway Sidney Borum Community Health Center,"250,919",2018,1 year,Not Specified,Health care clinics,Low-income people,Not Specified,Cash grants,Dsrip - aco model management
"Bank of America Charitable Foundation, Inc.","GreenLight Fund, Inc.","250,000",2018,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Program support,Cash grants,Program/operating support
Chamberlin Family Foundation,Building Excellent Schools Inc,"250,000",2018,1 year,Not Specified,Educational management,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Program support
Charles Stewart Mott Foundation,Massachusetts Afterschool Partnership,"250,000",2018,2 months,Not Specified,ESL and second language acquisition,People of Latin American descent; Immigrants and migrants,"Policy, advocacy and systems reform; Research and evaluation; Program support",Cash grants,"This grant will support the Massachusetts Afterschool Partnership to continue programs that will become a national model to increase literacy proficiency for Latino English Language Learner students. Specifically, the Massachusetts Afterschool Partnership will: 1) provide an afterschool and summer learning enrichment program for English Language Learner students; 2) conduct a data-driven analysis of the program model; 3) refine and promote a national best practices model; and 4) develop national policy recommendations to support English Language Learner students in afterschool programs. The overall goal of this project is to help close the educational achievement gap between lower income English Language Learner students and higher income English speaking peers."
Devonshire Foundation,InnerCity Weightlifting,"250,000",2018,1 year,Not Specified,Crime prevention,Ethnic and racial groups; Victims of crime and abuse,Program support,Cash grants,Doubling down on boston
Einhorn Family Charitable Trust,Jumpstart for Young Children,"250,000",2018,1 year,Not Specified,Child educational development,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Research; Program evaluations; Pilot programs,Cash grants,Social-emotional learning pilot and evaluation
High Meadows Foundation,The Food Project,"250,000",2018,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Payment for support of program to grow healthy crops
Highland Street Foundation,Camp Harbor View Foundation Inc.,"250,000",2018,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,Program support,Cash grants,For program support
Joan E. Appleton 1997 Charitable Foundation,The Trustees of Reservations,"250,000",2018,1 year,Not Specified,Agriculture,Ethnic and racial groups,Not Specified,Cash grants,FOR THE USE OF APPLETON FARMS
Nellie Mae Education Foundation,LearnLaunch,"250,000",2018,1 year,Systems Designs,Ethnic and racial minority rights,Children and youth; Students,Capacity-building and technical assistance,Cash grants,"This grant continues some core support for Learn Launch to continue building and supporting the MAPLE network, with some partial support for new staff and some capacity and expertise building on how the work can better address racial equity needs."
Nellie Mae Education Foundation,The Schott Foundation for Public Education,"250,000",2018,1 year,Systems Designs,Ethnic and racial minority rights,Children and youth; Adults; Students; Activists,Advocacy,Cash grants,"Schott is supporting the Massachusetts Education Justice Alliance (MEJA) to build capacity, and focus on racial equity."
New Balance Foundation,"Tenacity, Inc.","250,000",2018,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
One8 Foundation,Brooke Schools Foundation,"250,000",2018,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Education
Richard & Susan Smith Family Foundation,"Community Servings, Inc.","250,000",2018,1 year,Human Services,Food delivery,People with diseases and illnesses,Building and renovations,Cash grants,"Multi-year capital grant for construction costs related to the expansion of the organization's Jamaica Plain site into a 31,000 square foot “Food Campus,” which will allow the agency to nearly triple the number of medically-tailored meals produced each year (to 1.5 million) as it grows to serve 5,000 individuals each year."
Strada Education Network Inc,Year Up,"250,000",2018,1 year,Not Specified,Human rights,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Operating grant
Strada Education Network Inc,Bottom Line,"250,000",2018,1 year,Not Specified,Community and economic development,Low-income people,General support,Cash grants,Operating grant
The Couch Family Foundation,Martha's Vineyard Museum Inc,"250,000",2018,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,Not Specified,Cash grants,3Eneral support
"The Crotty Family Foundation, Inc.",Cristo Rey Boston High School,"250,000",2018,1 year,Not Specified,Secondary education,Adolescents; Students,Program support,Cash grants,Charitable
