Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
United Way of Massachusetts Bay and Merrimack Valley,Neighborhood Of Affordable Housing (NOAH),"228,826",2015,1 year,Not Specified,Community improvement,Ethnic and racial groups; Low-income people,Program support,Cash grants,Community Impact
Technical Training Foundation,Notre Dame Cristo Rey High School,"228,000",2015,1 year,Not Specified,Secondary education,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,Individual development,Cash grants,Student interns & work study/tuition assistance
The Boston Foundation,"GreenLight Fund, Inc.","227,125",2015,1 year,Community Improvement & Capacity Buildin,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support or unrestricted support
Amelia Peabody Foundation,Alma Del Mar Foundation Inc,"225,000",2015,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Students,Building and renovations,Cash grants,"Construction of a new building, over two years"
EDUCAUSE,Center for Collaborative Education,"225,000",2015,1 year,Not Specified,Elementary and secondary education,Adolescents; Low-income people; Students,Program support,Cash grants,College readiness and completion
Michael & Susan Dell Foundation,Bottom Line,"225,000",2015,1 year,Not Specified,Student retention,Adolescents,Research and evaluation,Cash grants,"Success Direct, Evaluation, and National Infrastructure"
NoVo Foundation,My Life My Choice,"225,000",2015,3 months,Not Specified,Sexual abuse,Adolescent girls; Ethnic and racial groups; Victims of crime and abuse; Sex workers,"Policy, advocacy and systems reform; Program support",Cash grants,"My Life My Choice is a leader in the fight to end commercial sexual exploitation and is the only anti-human trafficking organization in Massachusetts employing a survivor-led model proven effective in helping youth leave harmful situations and build new lives for themselves. Support for My Life My Choice, a Program of the Justice Resource Institute (JRI), will allow continued growth and enhancement of four major programs which aim to end the commercial sexual exploitation of children through a multifaceted local and national approach. Additional key words provided by funder: gender-based violence; human trafficking; adolescent girls"
Richard & Susan Smith Family Foundation,Bottom Line,"225,000",2015,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Youth
"Surdna Foundation, Inc.","Theater Offensive, Inc.","225,000",2015,3 months,Thriving Cultures,Human services,Adolescents,Program support,Cash grants,"To support True Colors: Out Youth Theater, a program that uses a community-based theater approach to train and activate lesbian, gay, bisexual, transgender, and straight allied youth leaders who use arts as a tool for social change."
W. Clement & Jessie V. Stone Foundation,Jumpstart for Young Children,"225,000",2015,3 months,Early Childhood Development,Child development,Infants and toddlers,Not Specified,Cash grants,General Operating for Jumpstart
Wagner Family Foundation,Year Up,"225,000",2015,1 year,Not Specified,Economic development,Low-income people,Capital campaigns; Financial sustainability,Cash grants,The opportunity campaign
New Schools Fund,Excel Academy Charter School,"223,500",2015,1 year,Not Specified,Charter school education,Preteens; Ethnic and racial groups; Immigrants; Low-income people; Students,Not Specified,Cash grants,City Fund - Boston
Kate B. Reynolds Charitable Trust,Building Educated Leaders for Life Foundation,"220,000",2015,1 month,Education,Equal opportunity in education,Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,BELL Summer 2015 - Closing the Achievement Gap for Forsyth County Children
Charles Hayden Foundation,Building Educated Leaders for Life Foundation,"210,000",2015,1 year,Not Specified,Sports and recreation,Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,"Towards summer bridge programs in Boston ($110,000) and New York"
John Templeton Foundation,"The Right Question Institute, Inc.","210,000",2015,1 year,Not Specified,Community improvement,Low-income people,Program support,Cash grants,Activating and Demonstrating Greater Curiosity by
"Rodman Ride for Kids, Inc.",Bottom Line,"206,473",2015,1 year,Not Specified,Education,Adolescents; Low-income people,Not Specified,Cash grants,To benefit disadvantaged youths in massachusetts
Richard & Susan Smith Family Foundation,"Asian American Civic Association, Inc.","201,918",2015,1 year,Not Specified,Public affairs,People of East Asian descent; Immigrants; Low-income people,Not Specified,Cash grants,General Welfare
Local Initiatives Support Corporation,"The Neighborhood Developers, Inc.","200,250",2015,1 year,Not Specified,Housing development,Ethnic and racial groups; Immigrants; Low-income people,Not Specified,Cash grants,See Part IV
Altman Foundation,Bottom Line,"200,000",2015,1 year,Not Specified,College preparation,Children and youth; Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Program support,Cash grants,To help expand the College Success Program for New York City youth
Barr Foundation,Museum of African American History,"200,000",2015,2 months,Not Specified,Arts services,People of African descent,Capacity-building and technical assistance,Cash grants,Small Mid-sized Cohort of the Barr-klarman Arts Capacity Building Initiative
"Claneil Foundation, Inc.",Found in Translation,"200,000",2015,1 month,Not Specified,Health care access,Women; Ethnic and racial groups; Homeless people; Low-income people,Equal access; Translation,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"The Match School Foundation, Inc.","200,000",2015,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,"200,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Tenacity, Inc.","200,000",2015,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Steppingstone Foundation,"200,000",2015,1 year,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Steppingstone Foundation,"200,000",2015,1 year,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Ford Foundation,Milton S. Eisenhower Foundation,"200,000",2015,1.17 months,Beyond Current Program Structure,Crime prevention,People of African descent; People of Latin American descent,Program support,Cash grants,"For data processing, coding, analysis, and dissemination of the outcomes of the Quantum Opportunities Model, a program that helps high risk inner city minority high school youth succeed in school"
Herman Dana Charitable Trust,American Jewish Committee,"200,000",2015,1 year,Not Specified,Ethnic and racial minority rights,Jewish people,Program support,Cash grants,Community
"Lovett/Woodsum Family Charitable Foundation, Inc.",Mother Caroline Academy &Education Center,"200,000",2015,1 year,Not Specified,Middle school education,Children and youth; Parents,General support,Cash grants,Unrestricted
Neighborhood Reinvestment Corporation,"The Neighborhood Developers, Inc.","200,000",2015,1 year,Not Specified,Financial counseling,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,FORECLOSURE MITIGATION AND COUNSELING
Nellie Mae Education Foundation,Center for Collaborative Education,"200,000",2015,0.75 months,Special Opportunities,Education services,At-risk youth,Faculty and staff development; Program support,Cash grants,"This grant supports the launch of The Massachusetts Personalized Learning Network (PLN), which seeks to create a critical mass of equity-minded schools that exemplify personalized, competency-based, and engaged learning approaches. Focused on eastern MA urban communities, with the school districts of Revere, Framingham, Boston, and Somerville considered for the first two annual PLN cohorts, PLN schools will offer an educational experience that is personalized, project-based, and attuned to the unique academic and social-emotional needs of students. Funding will support key staff and professional development activities through the initial phases of the first and second cohorts of schools. If particular targets are met, CCE may be invited to apply for continued funding for this work."
Richard & Susan Smith Family Foundation,Edward Brooke Charter School,"200,000",2015,1 year,Not Specified,Charter school education,Children and youth,Program support,Cash grants,Youth
"State Street Foundation, Inc.",Jewish Vocational Service,"200,000",2015,1 year,Not Specified,Higher education,Adolescents,Program support,Cash grants,Grant to support the Bridges to College and Careers Program
"State Street Foundation, Inc.","Artists for Humanity, Inc.","200,000",2015,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Grant to support the Youth Arts Enterprise program and the caital campaign's Program and innovation Fund
