Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
The Community Foundation of Western North Carolina,Reportage International,250,2022,1 year,Advancing The Arts,Arts services,Gender and sexual identity; Ethnic and racial groups; Social and economic status,Regranting; Fundraising; Program support,Cash grants,Not Specified
Silicon Valley Community Foundation,Communities Living Among Wildlife Sustainably Conservancy Inc,200,2022,1 year,Natural Resources Conservation & Protection,Wildlife biodiversity,Indigenous peoples,Not Specified,Cash grants,Not Specified
Ford Foundation,Community Foundation of Western Massachusetts,"5,000,000",2021,5 months,Creativity and Free Expression,Freedom of association and expression,People of African descent; People of Latin American descent; Alaskan Natives; American Indians; Multiracial people,General support,Cash grants,"Core support for America's Cultural Treasures regional initiative in Massachusetts, Creative Futures Initiative: Towards a Just + Equitable Arts Field, to support local arts and cultural activities"
The JPB Foundation,"President and Fellows of Harvard College, Harvard T.H. Chan School of Public Health","4,000,000",2021,3 months,Poverty; Health Equity,Graduate and professional education,Academics,Not Specified,Cash grants,"STRIDE aims to create an actionable field of scholarship examining the impact of structural racism on public health and provide evidence-based strategies to decision-makers, community organizations, media, and government partners to enact change."
John Templeton Foundation,General Hospital Corporation,"3,147,651",2021,1 year,Human Sciences,Interdisciplinary studies,Ethnic and racial groups; Academics,Research,Cash grants,Investigating the Impact of Multiple Dimensions of Religion and Spirituality on Risk of CVD across Diverse Racial/Ethnic Communities
MacKenzie Scott and Dan Jewett,"Theater Offensive, Inc.","3,000,000",2021,1 year,Not Specified,Theater,LGBTQ people; Ethnic and racial groups,General support,Cash grants,"Mackenzie Scott and Dan Jewett made an unrestricted grant of $3 million to The Theater Offensive, a social change organization that uses theater and the creative process to deconstruct oppressive practices and policies to liberate Queer and Trans People of Color (QTPOC). This grant is part of the $2,739,000,000 in gifts to 286 high-impact organizations in categories and communities that have been historically underfunded and overlooked, and social sector infrastructure organizations that support them."
Ballmer Group,Teach Plus,"2,800,000",2021,1 year,Not Specified,Equal opportunity in education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,Faculty and staff development; Equal access; Program support,Cash grants,"Teach Plus empowers excellent, experienced, and diverse teachers to take leadership on key policy and practice issues that advance equity, opportunity, and student success. Our grant supports Teach Plus to expand its national network, making sure more teachers are equipped with the tools to advocate for policy changes that advance educational equity"
The Leona M. and Harry B. Helmsley Charitable Trust,University of Massachusetts,"1,737,020",2021,3 months,"Crohn's Disease, Prevention",Crohn's disease and colitis,People of Caribbean descent; People with diseases and illnesses,Program support,Cash grants,Dieta Anti-inflamatoria: a Crohn's disease management strategy tailored for Puerto Ricans
Barr Foundation,The Trustees of Reservations,"1,500,000",2021,2 months,Not Specified,Natural resources,Ethnic and racial groups; Economically disadvantaged people,Equal access; Program support,Cash grants,"To support the Trustees of Reservations' One Waterfront Initiative to develop signature, equitable, and climate-resilient parks on the Boston waterfront"
Doris Duke Charitable Foundation,Boston University,"1,500,000",2021,4 months,Child Well-being,Education,Children and youth; Family relationships; Families; People of African descent; Researchers,"Policy, advocacy and systems reform; Research and evaluation",Cash grants,To support research and capacity building for the Center on the Ecology of Early Development’S 2021–2025 strategic objectives
The Andrew W. Mellon Foundation,Us Latinx Art Forum,"1,212,500",2021,5 months,Arts and Culture,Arts services,Artists and performers,Fellowships,Cash grants,To support Latinx artist fellowships as part of the US Latinx Art Visibility Fund
Barr Foundation,Institute for Nonprofit Practice,"1,000,000",2021,3 months,Not Specified,Leadership development,People of African descent,Program support,Cash grants,To support the design and launch of the Black Leadership Institute
Barr Foundation,Massachusetts League of Community Health Centers,"1,000,000",2021,1 month,Not Specified,Diseases and conditions,Economically disadvantaged people; Victims of disaster; People with diseases and illnesses,Research and evaluation; Program support,Cash grants,To support Massachusetts community health centers with vaccine outreach and implementation. COVID-19 Response
Barr Foundation,"Theater Offensive, Inc.","1,000,000",2021,2 months,Not Specified,Theater,LGBTQ people; Ethnic and racial groups,Program support,Cash grants,To support the development of the Black Box Theater
Barr Foundation,College Bound Dorchester,"1,000,000",2021,3 months,Not Specified,Environment,Children and youth; Ethnic and racial groups; Low-income people; Students,Public engagement and education; Advocacy; Systems reform; Equal access,Cash grants,For unrestricted core support for New England work
Ford Foundation,"Living Cities, Inc., The National Community Development Initiative","1,000,000",2021,1 month,Cities and States,Business and industry,Ethnic and racial groups,General support,Cash grants,"General support to ensure that all people can be economically secure, build wealth and live abundant, dignified and connected lives"
MacKenzie Scott and Dan Jewett,Interaction Institute for Social Change,"1,000,000",2021,1 year,Not Specified,Ethnic and racial minority rights,Adults; Ethnic and racial groups; Low-income people,General support,Cash grants,"Mackenzie Scott and Dan Jewett made an unrestricted grant of $1 million to Interaction Institute for Social Change. This grant is part of the $2,739,000,000 in gifts to 286 high-impact organizations in categories and communities that have been historically underfunded and overlooked, and social sector infrastructure organizations that support them."
The Andrew W. Mellon Foundation,"Boston Modern Orchestra Project, Inc.","1,000,000",2021,5.25 months,Arts and Culture,Opera,People of African descent; Artists and performers,Program support; Performances,Cash grants,To support five recordings of operas by Black composers on Black historical topics
Barr Foundation,Community Labor United,"800,000",2021,3 months,Not Specified,Organized labor,Ethnic and racial groups; Low-income people,General support,Cash grants,To provide general operating support
Barr Foundation,Massachusetts Budget and Policy Center,"750,000",2021,1 month,Not Specified,Equal opportunity in education,Adults; People of Asian descent; Low-income people,Network-building and collaboration; Equal access; Program support,Cash grants,To support the Delivering on Equity in Massachusetts partnership
Barr Foundation,"Neighbor to Neighbor Massachusetts Education Fund, Inc.","700,000",2021,3 months,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,General support,Cash grants,To provide general operating support
Silicon Valley Community Foundation,"GreenLight Fund, Inc.","650,000",2021,1 year,Educational Services,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
The William Penn Foundation,Teach Plus,"641,481",2021,3 months,Great Learning,Teacher education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,Not Specified,Cash grants,Not Specified
