Funder Name,Funder EIN,Funder Financial Date,Funder Financial Assets,Funder Financial Expenditures,Funder Financial Total Giving,Funder Financial Grant Amount,Funder Telephone,Funder Email,Funder Website,Funder Address
Edward Payson George Charitable Trust,16162330,2018,$0 ,"$2,041,571 ","$2,004,082 ",N/A,6173064917, calaes701@gmail.com,N/A,"145 PINCKNEY STREET NO 701
Boston, MA, United States 021143247"
Workday Foundation,460563684,2020,"$43,806,232 ","$4,055,346 ","$3,694,789 ",N/A,8008391754, foundation@workday.com,https://www.workday.com/en-us/compan...,"Foundation Source 501 Silverside Rd
Wilmington, DE, United States 19809-1377"
New York Community Trust,133062214,2018,"$2,567,643,255 ","$177,501,050 ","$169,491,860 ","$169,491,860 ",2126860010, aw@nyct-cfi.org,http://www.nycommunitytrust.org,"909 Third Ave
New York City, NY, United States 10022"
William E. Schrafft and Bertha E. Schrafft Charitable Trust,46065605,2020,"$44,892,071 ","$2,320,458 ","$1,855,000 ",N/A,6173384624, funding@schrafftcharitable.org,http://schrafftcharitable.org,"2 Liberty Square 5th Floor
Boston, MA, United States 02109"
Kern Family Foundation Inc,391923558,2018,"$668,304,115 ","$57,818,403 ","$46,228,221 ",N/A,2629686838, info@kffdn.org,http://www.kffdn.org,"W305s4239 Brookhill Rd
Waukesha, WI, United States 53189"
The Mooney-Reed Charitable Foundation,46948994,2019,"$123,678,382 ","$14,561,634 ","$14,309,408 ",N/A,6174392498,N/A,N/A,"166 Edmunds Road
Wellesley, MA, United States 02481"
Symantec Foundation,770542613,2019,"$1,007,874 ","$326,429 ","$325,000 ",N/A,6505278000,N/A,http://www.symantec.com/about/profil...,"350 Ellis Street
Mountain View, CA, United States 94043"
"The Patrick J. McGovern Foundation, Inc.",223021586,2018,"$1,213,426,888 ","$20,077,981 ","$10,080,500 ",N/A,(617) 338-2590,N/A,https://www.mcgovern.org/,"P.O. Box 171536
Boston, MA, United States 02117"
Fidelity Foundation,46131201,2019,"$1,548,837,468 ","$63,757,927 ","$54,709,941 ",N/A,6176467418, info@FidelityFoundation.org,http://www.fidelityfoundation.org,"7 Water Street
Boston, MA, United States 02109"
Citizens Charitable Foundation,202302039,2019,"$5,958,977 ","$2,951,518 ","$2,907,598 ",N/A,4012604198,N/A,http://www.citizensbank.com/communit...,"1 Citizens Bank Way, JCB115
Johnston, RI, United States 02919"
"Josephine and Louise Crane Foundation, Inc.",208970284,2019,"$88,158,295 ","$4,268,358 ","$3,890,000 ",N/A,5185481155,N/A,N/A,"220 Main St., Ste. 202
Falmouth, MA, United States 02540-2729"
The Joyce Foundation,366079185,2019,"$1,097,767,253 ","$50,067,586 ","$37,737,368 ","$37,737,368 ",(312) 782-2464, info@joycefdn.org,http://www.joycefdn.org,"321 N. Clark St., Ste. 1500
Chicago, IL, United States 60654"
ECMC Foundation,411990628,2019,"$718,792,503 ","$42,333,771 ","$37,162,021 ","$37,162,021 ",(866) 336-3262, info@ecmcfoundation.org,http://www.ecmcfoundation.org,"444 S. Flower St., Ste. 2550
Los Angeles, CA, United States 90071"
"Third Sector New England, LLC",42261109,2020,"$110,017,543 ","$63,173,630 ","$7,069,924 ","$6,095,538 ",6175236565, info@tsne.org,http://www.tsne.org/,"89 South St., Ste. 700
Boston, MA, United States 02111-2680"
"Abrams Foundation, Inc.",46856820,2019,"$102,553,679 ","$7,112,036 ","$6,113,000 ",N/A,6176466140,N/A,N/A,"222 Berkeley Street
Boston, MA, United States 02116"
"Tower Family Fund, Inc.",205848514,2019,"$67,123,997 ","$4,045,867 ","$3,374,498 ",N/A,7168349181,N/A,N/A,"369 Franklin Street
Buffalo, NY, United States 14202"
Robertson Foundation,137068398,2019,"$508,805,293 ","$86,691,039 ","$81,713,788 ",N/A,2129845700,N/A,http://www.robertsonfoundation.org,"101 Park Ave 48th Fl
New York City, NY, United States 101784799"
Morgan Stanley Global Impact Funding Trust Inc,527082731,2019,"$2,735,064,539 ","$447,456,510 ","$433,652,767 ","$431,894,660 ",8008430050, support@msdonoradvisedfund.com,http://www.morganstanleyfa.com/publi...,"2000 Westchester Ave.
Purchase, NY, United States 10577"
GE Foundation,222621967,2018,"$12,561,792 ","$56,886,735 ","$59,443,022 ","$29,324,130 ",617-443-3080, gefoundation@ge.com,http://www.gefoundation.com,"41 Farsnwoth St.
Boston, MA, United States 02210"
Trefler Foundation,43369962,2018,"$6,753,138 ","$935,452 ","$106,119 ",N/A,6174541135,N/A,http://treflerfoundation.org,"233 Needham St
Newton Upper Falls, MA, United States 2464"
"The TJX Foundation, Inc.",42399760,2020,"$60,015,257 ","$19,250,950 ","$18,015,752 ",N/A,5083901000, TJX_Foundation@TJX.com,http://www.tjx.com/corporate/corpora...,"770 COCHITUATE RD Suite 5002CS
Framingham, MA, United States 01701"
Simons Foundation,133794889,2019,"$4,015,531,241 ","$489,036,625 ","$295,796,848 ",N/A,6466540066, info@simonsfoundation.org,http://www.simonsfoundation.org,"160 Fifth Avenue, 7th Floor
New York City, NY, United States 10010"
The Valhalla Charitable Foundation,200478828,2018,"$109,063,082 ","$31,194,838 ","$29,197,709 ",N/A,6505299207,N/A,N/A,"175 Fox Hollow Road
Woodside, CA, United States 94062"
TD Charitable Foundation,141864317,2019,"$4,046,367 ","$21,278,088 ","$23,607,781 ",N/A,2073174829, US-CharitableGiving@TD.com,http://www.tdbank.com/community/our_...,"70 Gray Road
Portland, ME, United States 04105"
The Edgerley Family Foundation,201867709,2019,"$139,914,655 ","$16,281,413 ","$15,968,638 ",N/A,6175162222,N/A,N/A,"9401 INDIAN CREEK PKWY BLDG 40 Sui
Overland Park, KS, United States 66210"
Phillip and Susan Ragon Foundation,50547000,2019,"$206,298,680 ","$37,095,775 ","$36,724,545 ",N/A,6172253001,N/A,N/A,"Po Box 380281
Cambridge, MA, United States 02238"
The Nathan Cummings Foundation,237093201,2019,"$444,315,012 ","$36,212,236 ","$20,346,953 ",N/A,2127877300, contact@nathancummings.org,http://www.nathancummings.org,"475 10 Avenue
New York City, NY, United States 10018"
"The Hollyhock Foundation, Inc.",542091336,2019,"$744,121,895 ","$29,464,037 ","$27,785,270 ",N/A,2123269568,N/A,N/A,"55 East 59th Street
New York City, NY, United States 10022"
Charles Stewart Mott Foundation,381211227,2019,"$3,199,181,047 ","$165,185,964 ","$129,847,675 ",N/A,8102385651,N/A,https://www.mott.org,"503 S Saginaw St
Flint, MI, United States 48502"
Linde Family Foundation,46904949,2019,"$155,647,049 ","$7,941,288 ","$6,423,490 ",N/A,6179275700,N/A,N/A,"100 Federal Street
Boston, MA, United States 02110-1802"
The Imago Dei Fund,261578446,2019,"$88,694,743 ","$13,289,105 ","$9,717,509 ",N/A,6172270050, contact@imagodeifund.org,http://www.imagodeifund.org,"200 Clarendon Street
Boston, MA, United States 02116"
Local Initiatives Support Corporation,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
National Endowment for the Arts,N/A,2012,$0 ,N/A,"$65,161,200 ","$63,961,200 ",(202) 682-5400, webmrg@arts.gov,http://www.arts.gov,"400 7th Street SW
Washington, DC, United States 20506"
"Tufts Health Plan Foundation, Inc.",261374263,2019,"$107,159,016 ","$6,657,554 ","$5,179,367 ","$5,179,367 ",6179729400, foundation@tufts-health.com,http://www.tuftshealthplanfoundation.org,"705 Mt. Auburn St.
Watertown, MA, United States 02472-1508"
Irene E. and George A. Davis Foundation,611816364,2017,"$122,626,672 ","$6,264,513 ","$5,072,612 ","$5,072,612 ",(413) 734-8336, info@davisfdn.org,http://www.davisfdn.org,"1 Monarch Pl., Ste. 1300
Springfield, MA, United States 01144-4011"
Chan Zuckerberg Foundation,455002209,2019,"$5,513,014,582 ","$202,050,278 ","$167,507,618 ",N/A,6508047100,N/A,https://chanzuckerberg.com/grants-ve...,"314 Lytton Ave
Palo Alto, CA, United States 94301"
Solidago Foundation,202963670,2020,"$1,448,252 ","$4,768,560 ","$2,990,852 ","$2,990,852 ",4135870174, info@solidago.org,http://www.solidago.org/,"150 Main Street
Northampton, MA, United States 1060"
The Flatley Foundation,42763837,2019,"$665,177,335 ","$41,038,159 ","$25,511,333 ",N/A,7818495100,N/A,N/A,"45 Braintree Hill Office Park
Braintree, MA, United States 02184-8754"
Shippy Foundation,204083744,2019,"$36,730,327 ","$2,081,322 ","$1,624,950 ",N/A,2129776900,N/A,N/A,"One Rockefeller Plaza 31st Floor
New York City, NY, United States 10020"
Vertex Foundation Inc.,823101518,2019,"$11,084,096 ","$7,029,757 ","$6,773,915 ",N/A,6179615104,N/A,https://www.vrtx.com/giving-back/ver...,"50 Northern Ave.
Boston, MA, United States 02210"
Perpetual Trust for Charitable Giving,46026301,2020,"$29,022,007 ","$1,367,736 ","$1,110,063 ",N/A,8888663275, ma.grantmaking@ustrust.com,N/A,"P O Box 1802
Providence, RI, United States 029011802"
John D. and Catherine T. MacArthur Foundation,237093598,2018,"$6,513,367,921 ","$361,927,228 ","$307,812,561 ","$294,187,561 ",3127268000, 4answers@macfound.org,http://www.macfound.org,"140 S. Dearborn St., Ste. 1200
Chicago, IL, United States 60603-5285"
Holdeen Ten Funds,146018155,2019,"$6,781,388 ","$319,072 ","$279,869 ",N/A,8887304933,N/A,N/A,"6325 S Rainbow Blvd Ste 300
Las Vegas, NV, United States 89118"
The Ludcke Foundation,46663582,2019,"$41,010,487 ","$1,850,501 ","$1,506,900 ",N/A,6174825270, jmellen@gmafoundations.com,N/A,"P.O. Box 55806
Boston, MA, United States 02205-5806"
Orange County Community Foundation,330378778,2020,"$365,423,567 ","$108,548,508 ","$102,023,964 ","$96,271,852 ",9495534202, info@oc-cf.org,https://www.oc-cf.org/,"4041 MacArthur Blvd
Newport Beach, CA, United States 92660"
Deborah Munroe Noonan Memorial Fund,46025983,2011,"$8,172,801 ","$488,301 ","$400,000 ","$400,000 ",N/A, ma.grantmaking@ustrust.com,https://www.bankofamerica.com/philan...,"225 Franklin St., MA1-225-04-02
Boston, MA, United States 02110-2804"
CCBA TAI TUNG MANAGEMENT INC,43243383,2019,"$31,919,077 ","$4,500,128 ","$490,000 ","$490,000 ",6175422574,N/A,N/A,"232 Harrison Ave
Boston, MA, United States 02111-3000"
President and Fellows of Harvard College,42103580,2020,"$59,612,525,000 ","$5,653,421,409 ","$816,950,708 ","$146,623,392 ",6174957792,N/A,http://www.harvard.edu,"1033 Massachusetts Ave 3rd Fl
Cambridge, MA, United States 02138"
Carl and Ruth Shapiro Family Foundation,46135027,2020,"$6,631,300 ","$843,670 ","$780,000 ",N/A,7812356107,N/A,N/A,"1 Washington St., Ste. 201
Wellesley, MA, United States"
The Wallace Foundation,136183757,2018,"$1,463,954,913 ","$88,340,241 ","$54,847,875 ",N/A,2122519700,N/A,http://www.wallacefoundation.org,"c/o Finance, 140 Broadway
New York City, NY, United States 10005"
"Greater Lowell Community Foundation, Inc.",43401997,2020,"$50,953,660 ","$6,003,528 ","$4,360,583 ","$3,820,696 ",9789701600, Jay@glcfoundation.org,http://www.glcfoundation.org,"100 Merrimack Street
Lowell, MA, United States 01852-1707"
The Harold Whitworth Pierce Charitable Trust,46019896,2019,"$18,118 ","$13,790 ",N/A,N/A,6175236800,N/A,N/A,"50 Congress St
Boston, MA, United States 02109-4017"
Lilly Endowment Inc.,350868122,2020,"$21,007,278,528 ","$857,182,769 ","$773,200,000 ","$773,200,000 ",3179245471,N/A,http://www.lillyendowment.org,"2801 North Meridian Street
Indianapolis, IN, United States 462084712"
Norman R. Rales and Ruth Rales Foundation,596874589,2019,"$157,722,400 ","$6,474,720 ","$5,128,896 ",N/A,2024197638,N/A,N/A,"2200 Pennsylvania Ave. NW
Washington, DC, United States 20037-1709"
"Clipper Ship Foundation, Inc.",42687384,2018,"$22,627,600 ","$1,396,329 ","$1,248,500 ",N/A,6173203623, info@clippershipfoundation.org,http://clippershipfoundation.org,"Po Box 165
Belmont, MA, United States 02478"
Wells Fargo Foundation,411367441,2019,"$30,710,898 ","$366,791,891 ","$366,744,092 ",N/A, (612) 667-6975, smallbusinessphilanthropy@wellsfargo.com,https://www.wellsfargo.com/about/cor...,"550 S. 4th St., MAC: N9310-076
Minneapolis, MN, United States 55415"
Sand Dollar Fund,550910574,2019,"$9,050,730 ","$310,015 ","$310,000 ",N/A,6108286331,N/A,N/A,"2250 Hickory Road No 450
Plymouth Meeting, PA, United States 19462"
The George I. Alden Trust,46023784,2019,"$221,482,520 ","$13,035,968 ","$10,452,000 ",N/A,5084598005, trustees@aldentrust.org,http://www.aldentrust.org,"370 Main St., 11th Fl.
Worcester, MA, United States 01608-1779"
Massachusetts Legal Assistance Corporation,42790762,2020,"$9,254,067 ","$36,940,196 ","$32,660,149 ","$32,660,149 ",6173678544, info@mlac.org,http://www.mlac.org,"18 Tremont St.
Boston, MA, United States 2108"
"Bloomberg Philanthropies, Inc.",205602483,2017,"$8,931,075,194 ","$451,154,936 ","$434,772,428 ",N/A,(212) 205-0100,N/A,http://www.bloomberg.org,"25 E 78th St
New York City, NY, United States 10075"
George H. & Jane A. Mifflin Memorial Fund,46384983,2018,"$54,184,527 ","$2,307,629 ","$2,040,500 ",N/A,6175236531,N/A,N/A,"Lwc 230 Congress Street 12fl
Boston, MA, United States 02110"
The Annie E. Casey Foundation,521951681,2019,"$2,893,606,781 ","$170,992,095 ","$89,570,440 ",N/A,4105476600, webmail@aecf.org,http://www.aecf.org,"701 St Paul Street
Baltimore, MD, United States 212022311"
The Evans Family Foundation,43523698,2019,"$6,492,572 ","$1,489,137 ","$1,465,859 ",N/A,6179333620,N/A,N/A,"31 St James Ave No 740
Boston, MA, United States 02116"
In His Steps Foundation,311512682,2019,"$33,029,562 ","$6,498,350 ","$6,010,743 ","$5,593,243 ",330-528-1785, ihsfound@aol.com,http://www.ihsfound.org,"6801 Brecksville Road
Independence, OH, United States 44131"
"Lovett/Woodsum Family Charitable Foundation, Inc.",42944183,2019,"$55,669,988 ","$4,417,284 ","$4,179,571 ",N/A,6172472515,N/A,N/A,"21 Commonwealth Avenue
Boston, MA, United States 02116"
Carnegie Corporation of New York,131628151,2020,"$3,564,024,289 ","$205,751,488 ","$165,234,841 ",N/A,(212) 371-3200, info@carnegie.org,http://carnegie.org,"437 Madison Ave.
New York City, NY, United States 10022-7003"
"MetroWest Health Foundation, Inc.",42121342,2020,"$105,425,336 ","$3,620,541 ","$3,742,986 ",N/A,5088797625, info@mwhealth.org,http://www.mwhealth.org,"161 Worcester Rd
Framingham, MA, United States 1701"
Alfred E. Chase Charity Foundation,46026314,2020,"$9,259,249 ","$498,168 ","$375,000 ",N/A,8888663275, ma.grantmaking@ustrust.com,http://www.bankofamerica.com/grantmaking,"9000 Southside Blvd Bldg 400 Fl9-40
Jacksonville, FL, United States 322560787"
"Currents of Change, Inc.",721556093,2019,"$32,748,411 ","$2,408,081 ","$1,947,000 ",N/A,6174392276, peter@commonstream.org,http://www.commonstream.org,"P.O. Box 300757
Jamaica Plain, MA, United States 02130-0007"
Robert and Dana Emery Family Foundation,376537105,2020,"$89,700,236 ","$3,251,194 ","$3,115,000 ",N/A,3024986000,N/A,N/A,"3711 Kennett Pike
Wilmington, DE, United States 19807"
Citi Foundation,133781879,2019,"$52,498,397 ","$55,204,795 ","$76,400,000 ",N/A,7182487113, citifoundation@citi.com,http://www.citifoundation.com,"388 Greenwich St., Fl. 18
New York City, NY, United States 10013"
"Island Foundation, Inc.",42670567,2020,"$7,942,393 ","$3,109,067 ","$2,440,000 ",N/A,5087482809, info@islandfdn.org,http://islandfdn.org/,"589 Mill Street Po Box 1605
Marion, MA, United States 02738"
Levangie Family Charitable Foundation,261619430,2019,"$1,581,903 ","$546,536 ","$525,000 ",N/A,9782963318,N/A,N/A,"30 Nagog Park
Acton, MA, United States 01720"
The Carson Family Charitable Trust,136957038,2019,"$218,043,291 ","$49,167,265 ","$45,106,124 ",N/A,2128995983,N/A,N/A,"650 Madison Avenue
New York City, NY, United States 10022"
Robert and Dana Emery Family Foundation,376537105,2020,"$89,700,236 ","$3,251,194 ","$3,115,000 ",N/A,3024986000,N/A,N/A,"3711 Kennett Pike
Wilmington, DE, United States 19807"
Citi Foundation,133781879,2019,"$52,498,397 ","$55,204,795 ","$76,400,000 ",N/A,7182487113, citifoundation@citi.com,http://www.citifoundation.com,"388 Greenwich St., Fl. 18
New York City, NY, United States 10013"
"Island Foundation, Inc.",42670567,2020,"$7,942,393 ","$3,109,067 ","$2,440,000 ",N/A,5087482809, info@islandfdn.org,http://islandfdn.org/,"589 Mill Street Po Box 1605
Marion, MA, United States 02738"
The Carson Family Charitable Trust,136957038,2019,"$218,043,291 ","$49,167,265 ","$45,106,124 ",N/A,2128995983,N/A,N/A,"650 Madison Avenue
New York City, NY, United States 10022"
"The Fred Harris Daniels Foundation, Inc.",46014333,2020,"$18,973,297 ","$1,285,199 ","$989,250 ",N/A,3037759964, info@danielsfoundation.org,http://www.danielsfoundation.org,"210 Park Avenue Suite 307
Worcester, MA, United States 01609"
"The Berkshire Taconic Community Foundation, Inc.",61254469,2018,"$147,267,560 ","$11,442,114 ",N/A,N/A,4132290370, info@berkshiretaconic.org,http://www.berkshiretaconic.org,"800 N Main St
Sheffield, MA, United States 1257"
The Endeavor Foundation,136147952,2019,"$338,207,244 ","$9,062,825 ","$6,655,941 ",N/A,(212) 534-6620,N/A,http://www.guidestarg/profile/13-...,"1060 Park Avenue
New York City, NY, United States 10128"
Roberta & S.R. Weiner Family Foundation,462956417,2019,"$4,223 ","$1,444,115 ","$1,429,333 ",N/A,6174821776,N/A,N/A,"400 Atlantic Avenue
Boston, MA, United States 02110-3331"
Franklin Square House Foundation,42103780,2020,"$26,397,882 ","$1,532,707 ","$1,143,075 ",N/A,6173123400, robertg@franklinsquarehousefoundation.org,http://www.franklinsquarehousefounda...,"Po Box 78037
Belmont, MA, United States 02478"
The Comcast Foundation,510390132,2019,"$32,703,732 ","$24,172,639 ","$25,094,042 ",N/A,2152861700, comcast@applyists.com,N/A,"One Comcast Center
Philadelphia, PA, United States 19103-2838"
John Mirak Foundation,237161662,2019,"$11,537,648 ","$939,560 ","$559,535 ",N/A,7816412495,N/A,N/A,"438 Massachusetts Ave Room 127
Arlington, MA, United States 02476"
"Kelly Family Foundation, Inc.",271510984,2019,"$26,301,903 ","$1,817,826 ","$1,463,936 ",N/A,7814448400,N/A,N/A,"10 Kearney Road
Needham, MA, United States 02494"
MetLife Foundation,132878224,2019,"$125,161,747 ","$41,392,244 ","$39,805,028 ",N/A,(212) 578-7048, metlifefoundation@metlife.com,https://www.metlife.com/metlife-foun...,"200 Park Ave.
New York City, NY, United States 10166"
Community Foundation of Southeastern Massachusetts,43280353,2019,"$41,915,970 ","$5,219,731 ","$3,446,899 ","$3,029,413 ",(508) 996-8253, info@cfsema.org,http://www.cfsema.org/,"128 Union St., Ste. 403
New Bedford, MA, United States 02740"
"Anna B. Stearns Charitable Foundation, Inc.",46144732,2019,"$18,387,117 ","$992,100 ","$790,500 ",N/A,6174825270, kdavid@gmafoundations.com,N/A,"P.O. Box 55806
Boston, MA, United States 02205-5806"
Center on Budget and Policy Priorities,521234565,2019,"$112,776,134 ","$41,492,640 ","$12,500,525 ","$12,500,525 ",2024081080, center@cbpp.org,https://www.cbpp.org/,"1275 First Street NE
Washington, DC, United States 20002"
The Vine's Branch Foundation,206960359,2019,"$5,822 ","$111,600 ","$110,000 ",N/A,6178766327,N/A,N/A,"14 Kelly Road
Cambridge, MA, United States 02139"
Roy A. Hunt Foundation,256105162,2020,"$80,505,198 ","$4,231,108 ","$3,386,500 ",N/A,4122818734, info@rahuntfdn.org,http://www.rahuntfdn.org,"Byn Mellon, N.A. - Po Box 185
Pittsburgh, PA, United States 15230-0185"
